Tipo,Casa,Preço,Destaque,Link,Área (m²),Quartos,Banheiros,UF
Casa à venda,Sobrado Com 3 Quartos E Piscina ,750000,Não,https://casa.mercadolivre.com.br/MLB-5192140500-sobrado-com-3-quartos-e-piscina-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,300.0,3,3, Rio Grande Do Sul
Casa à venda,Vendo Sobrando No Centro De Capela Do Alto ,650000,Não,https://casa.mercadolivre.com.br/MLB-3917948709-vendo-sobrando-no-centro-de-capela-do-alto-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,250.0,3,2, São Paulo
Casa à venda,Vendo Casa No São Bernardo Com Ponto Comercial,200000,Não,https://casa.mercadolivre.com.br/MLB-5214518400-vendo-casa-no-so-bernardo-com-ponto-comercial-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,30.0,2,2, Maranhão
Casa à venda,"Casa 1 Garagem, 1 Sala 3 Quartos  3 Banheiros,quintal Etc.",200000,Não,https://casa.mercadolivre.com.br/MLB-5205692640-casa-1-garagem-1-sala-3-quartos-3-banheirosquintal-etc-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,20.0,3,3, Bahia
Casa à venda,Sobrado Mobiliado Três Suites,850000,Não,https://casa.mercadolivre.com.br/MLB-5201056160-sobrado-mobiliado-trs-suites-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,120.0,3,5, São Paulo
Casa à venda,Residência Completa Averbada Aceito Permuta,850000,Não,https://casa.mercadolivre.com.br/MLB-3924667449-residncia-completa-averbada-aceito-permuta-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,500.0,5,4, Santa Catarina
Casa à venda,Vende-se Casa ,300000,Não,https://casa.mercadolivre.com.br/MLB-5218334558-vende-se-casa-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,540.0,2,3, Rio Grande Do Sul
Casa à venda,Casa Térrea Em São Carlos/sp Com Ótimo Acabamento E Localização Privilegiada,1230000,Não,https://casa.mercadolivre.com.br/MLB-5196491312-casa-terrea-em-so-carlossp-com-otimo-acabamento-e-localizaco-privilegiada-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,250.0,3,4, São Paulo
Casa à venda,Casa Térrea Linda,1200000,Não,https://casa.mercadolivre.com.br/MLB-5200103692-casa-terrea-linda-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,270.0,3,4, São Paulo
Casa à venda,Excelente Casa Em São Francisco Mg,250000,Não,https://casa.mercadolivre.com.br/MLB-3911380793-excelente-casa-em-so-francisco-mg-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,300.0,4,2, Minas Gerais
Casa à venda,9casa Novinha 3 Qtos Todos Apto ,600000,Não,https://casa.mercadolivre.com.br/MLB-3928064783-9casa-novinha-3-qtos-todos-apto-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,130.0,3,3, São Paulo
Casa à venda,"Vendo Casa Em Iguaba Grande 2 Quartos, Sala,cozinha,banheiro",240000,Não,https://casa.mercadolivre.com.br/MLB-3917916895-vendo-casa-em-iguaba-grande-2-quartos-salacozinhabanheiro-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,100.0,2,1, Rio De Janeiro
Casa à venda,Village Novo Em Condomínio,330000,Não,https://casa.mercadolivre.com.br/MLB-3919029465-village-novo-em-condominio-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,80.0,2,3, Bahia
Casa à venda,Vende - Se Casa Localizada Em Gardênia - Sp,125000,Não,https://casa.mercadolivre.com.br/MLB-3912725027-vende-se-casa-localizada-em-gardnia-sp-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,164.0,3,1, São Paulo
Casa à venda,Lote Com Início De Uma Const Casa (está Como Mostra As Fotos,400000,Não,https://casa.mercadolivre.com.br/MLB-5204892672-lote-com-inicio-de-uma-const-casa-esta-como-mostra-as-fotos-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,231.0,2,1, Minas Gerais
Casa à venda,"Casa Com 3 Dormitórios, Excelente Localização.",470000,Não,https://casa.mercadolivre.com.br/MLB-3912385107-casa-com-3-dormitorios-excelente-localizaco-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,100.0,3,4, São Paulo
Casa à venda,Vende- Se Casa No Engenho Pequeno ,180000,Não,https://casa.mercadolivre.com.br/MLB-3928420851-vende-se-casa-no-engenho-pequeno-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,67.0,2,2, Rio De Janeiro
Casa à venda,Prédio De 3 Andares,430000,Não,https://casa.mercadolivre.com.br/MLB-5198701532-predio-de-3-andares-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,160.0,2,2, Rio De Janeiro
Casa à venda,Vende-se 4 Kitnets E Uma Casa De 2 Quartos No Jardim Paqueta,260000,Não,https://casa.mercadolivre.com.br/MLB-3915892417-vende-se-4-kitnets-e-uma-casa-de-2-quartos-no-jardim-paqueta-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,500.0,6,5, Goiás
Casa à venda,Casa Aconchegante Em Lugar Tranquilo,350000,Não,https://casa.mercadolivre.com.br/MLB-3933695199-casa-aconchegante-em-lugar-tranquilo-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,150.0,4,3, Rio Grande Do Norte
Casa à venda,Casa De 2 Quartos E 2 Wc,230000,Não,https://casa.mercadolivre.com.br/MLB-3912413783-casa-de-2-quartos-e-2-wc-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,103.0,2,2, São Paulo
Casa à venda,Vendo  Casa C/ Quintal No Bairro Vila Julieta Em Resende -rj,235000,Não,https://casa.mercadolivre.com.br/MLB-3931962005-vendo-casa-c-quintal-no-bairro-vila-julieta-em-resende-rj-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,90.0,3,1, Rio De Janeiro
Casa à venda,"Vendo Ou Troco, Casa Na Praia Mongaguá ",240000,Não,https://casa.mercadolivre.com.br/MLB-3920140175-vendo-ou-troco-casa-na-praia-mongagua-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,136.0,4,2, São Paulo
Casa à venda,Casa Nova Em Águas De Santa Bárbara ,207000,Não,https://casa.mercadolivre.com.br/MLB-5201225374-casa-nova-em-aguas-de-santa-barbara-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,60.0,2,1, São Paulo
Casa à venda,Casa 2 Quartos Costa E Silva,400000,Não,https://casa.mercadolivre.com.br/MLB-3916483453-casa-2-quartos-costa-e-silva-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,100.0,2,1, São Paulo
Casa à venda,Casa 02 Quartos,450000,Não,https://casa.mercadolivre.com.br/MLB-5180344352-casa-02-quartos-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,250.0,2,2, Minas Gerais
Casa à venda,Casa Em Condomínio A 10 Minutos Do Centro E Rodoviária.,280000,Não,https://casa.mercadolivre.com.br/MLB-5214603644-casa-em-condominio-a-10-minutos-do-centro-e-rodoviaria-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,6.0,2,2, Rio De Janeiro
Casa à venda,Casa A Venda Em Laguna E Dourados,420000,Não,https://casa.mercadolivre.com.br/MLB-5216179890-casa-a-venda-em-laguna-e-dourados-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,240.0,4,2, Rio De Janeiro
Casa à venda,Casa Com Edicula,199000,Não,https://casa.mercadolivre.com.br/MLB-5192143460-casa-com-edicula-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,120.0,2,2, São Paulo
Casa à venda,Sobrado Em Santo André Sp Vila Francisco Matarazzo Amplo Excelente 3 Suites,890000,Não,https://casa.mercadolivre.com.br/MLB-5200901514-sobrado-em-santo-andre-sp-vila-francisco-matarazzo-amplo-excelente-3-suites-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,241.0,3,5, São Paulo
Casa à venda,Sôbrádô.  Côm.   Cômércíô.   Ê.  Rêsídêncíá.   Párá.  Rêndá,680000,Não,https://casa.mercadolivre.com.br/MLB-5189495486-sbrad-cm-cmerci-rsidncia-para-rnda-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,200.0,4,3, São Paulo
Casa à venda,"Casa, 2 Quartos, 3 Vagas, 300m Quadrados ",730000,Não,https://casa.mercadolivre.com.br/MLB-3914683747-casa-2-quartos-3-vagas-300m-quadrados-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,95.0,2,1, São Paulo
Casa à venda,Casa De 2 Quarto 2 Banheiro Sala Coisinha 1 Banheiro Garagem,170000,Não,https://casa.mercadolivre.com.br/MLB-5212493976-casa-de-2-quarto-2-banheiro-sala-coisinha-1-banheiro-garagem-_JM#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=4bfe45df-4955-496e-9109-e6affb1c57d1,82.0,2,1, Paraná
Casa à venda,Lindo Sobrado Em Condomínio Segurança Digital ,465000,Não,https://casa.mercadolivre.com.br/MLB-3925372705-lindo-sobrado-em-condominio-seguranca-digital-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,190.0,2,2, São Paulo
Casa à venda,Casa A Venda P.leopodina Bangu,800000,Não,https://casa.mercadolivre.com.br/MLB-3928266147-casa-a-venda-pleopodina-bangu-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,126.0,3,3, Rio De Janeiro
Casa à venda,Vendo Ou Troco Por Veículos Ponto Comercial Br324,350000,Não,https://casa.mercadolivre.com.br/MLB-5206643676-vendo-ou-troco-por-veiculos-ponto-comercial-br324-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,270.0,4,2, Bahia
Casa à venda,"Casa Sobrado Com 2 Quartos,sala,cozinha E 2 Banheiros",96000,Não,https://casa.mercadolivre.com.br/MLB-3920084869-casa-sobrado-com-2-quartossalacozinha-e-2-banheiros-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,128.0,2,2, Paraná
Casa à venda,Vende Casa Em Atibaia 64m2 ,380000,Não,https://casa.mercadolivre.com.br/MLB-5181697088-vende-casa-em-atibaia-64m2-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,68.0,2,2, São Paulo
Casa à venda,Casa Antiga De Madeira Em Arapongas Pr,250000,Não,https://casa.mercadolivre.com.br/MLB-3931479145-casa-antiga-de-madeira-em-arapongas-pr-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,120.0,3,2, Paraná
Casa à venda,Casa A Venda Em Santo Aleixo,240000,Não,https://casa.mercadolivre.com.br/MLB-5217137010-casa-a-venda-em-santo-aleixo-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,97.0,3,2, Rio De Janeiro
Casa à venda,"Venha, Confira Esta Grande Oportunidade De Sair Do Aluguel",800000,Não,https://casa.mercadolivre.com.br/MLB-5212514050-venha-confira-esta-grande-oportunidade-de-sair-do-aluguel-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,134.0,3,2, São Paulo
Casa à venda,Vende-se Casa De 4 Cômodos Garagem,510000,Não,https://casa.mercadolivre.com.br/MLB-3913670657-vende-se-casa-de-4-cmodos-garagem-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,50.0,3,2, São Paulo
Casa à venda,Vendo Casa Com Terraço ,365000,Não,https://casa.mercadolivre.com.br/MLB-3926111495-vendo-casa-com-terraco-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,80.0,3,3, Rio De Janeiro
Casa à venda,Vende-se Casa Em Serra Negra Com Mirante E Piscina,620000,Não,https://casa.mercadolivre.com.br/MLB-5201686366-vende-se-casa-em-serra-negra-com-mirante-e-piscina-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,123.0,4,3, São Paulo
Casa à venda,Casa Com 3 Quartos 1 Com Suíte ,450000,Não,https://casa.mercadolivre.com.br/MLB-5181057328-casa-com-3-quartos-1-com-suite-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,11.0,3,2, São Paulo
Casa à venda,"Casa A Venda Próximo De Escolas, Mercado, Posto De Saúde, Estação De Trem, Insento De Iptu.  Não Precisa Ter Nome Limpo , Não Precisa Comprovar Renda, Negocialves Direto Com Propietario ",310000,Não,https://casa.mercadolivre.com.br/MLB-3919014809-casa-a-venda-proximo-de-escolas-mercado-posto-de-saude-estaco-de-trem-insento-de-iptu-no-precisa-ter-nome-limpo-no-precisa-comprovar-renda-negocialves-direto-com-propietario-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,80.0,2,1, São Paulo
Casa à venda,Lindo Sobrado ,370000,Não,https://casa.mercadolivre.com.br/MLB-5215722654-lindo-sobrado-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,172.0,3,3, São Paulo
Casa à venda,Casa ,265000,Não,https://casa.mercadolivre.com.br/MLB-5223734156-casa-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,69.0,2,2, São Paulo
Casa à venda,"Casa Com 2 Dorm. Sala E Cozinha Grandes, Laje E Piso. ",280000,Não,https://casa.mercadolivre.com.br/MLB-3932082867-casa-com-2-dorm-sala-e-cozinha-grandes-laje-e-piso-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,70.0,2,1, São Paulo
Casa à venda,"Casa, Chácara Ou Comércio! Tudo Num Só Lugar!!",300000,Não,https://casa.mercadolivre.com.br/MLB-5184662228-casa-chacara-ou-comercio-tudo-num-so-lugar-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,75.0,2,1, São Paulo
Casa à venda,"Lindo Imóvel A 110 Km De Sp, Bairro Maravilhoso ",240000,Não,https://casa.mercadolivre.com.br/MLB-5209569068-lindo-imovel-a-110-km-de-sp-bairro-maravilhoso-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,150.0,2,1, São Paulo
Casa à venda,Casa Sobrado + Duas Salas Comerciais ,400000,Não,https://casa.mercadolivre.com.br/MLB-3915630643-casa-sobrado-duas-salas-comerciais-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,300.0,3,2, Goiás
Casa à venda,Casa Com 2 Quartos Suite E Área Gourmet ,330000,Não,https://casa.mercadolivre.com.br/MLB-5199713622-casa-com-2-quartos-suite-e-area-gourmet-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,130.0,2,3, Minas Gerais
Casa à venda,Documentos Ok Contrato E Iptu No Meu Nome,400000,Não,https://casa.mercadolivre.com.br/MLB-5182423636-documentos-ok-contrato-e-iptu-no-meu-nome-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,220.0,9,6, São Paulo
Casa à venda,Imovel Em São Miguel Do Gostoso,349000,Não,https://casa.mercadolivre.com.br/MLB-3933615669-imovel-em-so-miguel-do-gostoso-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,200.0,4,4, Rio Grande Do Norte
Casa à venda,Casa Duplex No Condomínio Aldeia Do Imperador Em Domingos Martins,860000,Não,https://casa.mercadolivre.com.br/MLB-3924884313-casa-duplex-no-condominio-aldeia-do-imperador-em-domingos-martins-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,235.0,3,2, Espírito Santo
Casa à venda,Casa Três Quartos ,950000,Não,https://casa.mercadolivre.com.br/MLB-3915384721-casa-trs-quartos-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,285.0,3,1, Santa Catarina
Casa à venda,Vendo Casa Em Centro De Bertioga ,1600000,Não,https://casa.mercadolivre.com.br/MLB-5189717290-vendo-casa-em-centro-de-bertioga-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,300.0,3,3, São Paulo
Casa à venda,"Duas Casas 2,8km Do Centro De Brusque",500000,Não,https://casa.mercadolivre.com.br/MLB-5192126422-duas-casas-28km-do-centro-de-brusque-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,375.0,7,3, Santa Catarina
Casa à venda,Casa Térrea E Edicula ,320000,Não,https://casa.mercadolivre.com.br/MLB-3915817541-casa-terrea-e-edicula-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,150.0,3,3, São Paulo
Casa à venda,Casa Maravilhosa De 3 Quartos Na 10 Norte,250000,Não,https://casa.mercadolivre.com.br/MLB-3926336851-casa-maravilhosa-de-3-quartos-na-10-norte-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,175.0,3,2, Goiás
Casa à venda,Sobrado Centro De Atibaia Sp,1100000,Não,https://casa.mercadolivre.com.br/MLB-5201667002-sobrado-centro-de-atibaia-sp-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,180.0,3,3, São Paulo
Casa à venda,Casa 125m² - Jardim Silvia Maria - Mauá ,450000,Não,https://casa.mercadolivre.com.br/MLB-5197966546-casa-125m-jardim-silvia-maria-maua-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,125.0,2,1, São Paulo
Casa à venda,Vende-se Terreno Com 4 Imóveis,900000,Não,https://casa.mercadolivre.com.br/MLB-3934327181-vende-se-terreno-com-4-imoveis-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,194.0,2,1, Rio De Janeiro
Casa à venda,Casa 2/4 Abrantes Excelente!,329000,Não,https://casa.mercadolivre.com.br/MLB-3934151371-casa-24-abrantes-excelente-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,67.0,2,2, Bahia
Casa à venda,Vende-se Casa Na Ilha Grande - Abraão ,850000,Não,https://casa.mercadolivre.com.br/MLB-3934969691-vende-se-casa-na-ilha-grande-abrao-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,140.0,4,4, Rio De Janeiro
Casa à venda,Vendo Casa 150 Metros,250000,Não,https://casa.mercadolivre.com.br/MLB-5201453812-vendo-casa-150-metros-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,96.0,2,2, São Paulo
Casa à venda,Casa Amarela No Caçari Com 02 Suites E 02 Quartos,990000,Não,https://casa.mercadolivre.com.br/MLB-3922310215-casa-amarela-no-cacari-com-02-suites-e-02-quartos-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,273.0,4,4, Roraima
Casa à venda,Excelente Sobrado ,310000,Não,https://casa.mercadolivre.com.br/MLB-5197411134-excelente-sobrado-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,149.0,3,2, São Paulo
Casa à venda,Casa Aconchegante E Bem Localizada Em Vargem Grande Paulista,250000,Não,https://casa.mercadolivre.com.br/MLB-3921748157-casa-aconchegante-e-bem-localizada-em-vargem-grande-paulista-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,100.0,3,1, São Paulo
Casa à venda,"Casa De Vila, Na Bela Vista, Excelente Sobrado Em Ótimas Condições, E Acabamento Você Se Sentira No Interior, Estando No Centro De São Paulo",750000,Não,https://casa.mercadolivre.com.br/MLB-3929050163-casa-de-vila-na-bela-vista-excelente-sobrado-em-otimas-condicoes-e-acabamento-voc-se-sentira-no-interior-estando-no-centro-de-so-paulo-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,131.0,3,2, São Paulo
Casa à venda,Sobradao 143 M2 4 Vagas Ipiranga Sao Paulo,950000,Não,https://casa.mercadolivre.com.br/MLB-3912140047-sobradao-143-m2-4-vagas-ipiranga-sao-paulo-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=1803b2c1-f2ae-45a3-a984-0cfaae4ab2a4,143.0,3,5, São Paulo
Casa à venda,Casa Comercial Na Chácara Santo Antônio,700000,Não,https://casa.mercadolivre.com.br/MLB-3916534873-casa-comercial-na-chacara-santo-antnio-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=48c9c4f5-bb25-49ed-90c1-befd69564e64,89.0,3,2, São Paulo
Casa à venda,Casa Em Barreirinhas Maranhao ,130000,Não,https://casa.mercadolivre.com.br/MLB-3909912933-casa-em-barreirinhas-maranhao-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=48c9c4f5-bb25-49ed-90c1-befd69564e64,70.0,2,2, Maranhão
Casa à venda,"Casa 140 M2 1 Suíte Com Closet Sala De Jantar, Sala C Lareir",580000,Não,https://casa.mercadolivre.com.br/MLB-5210556278-casa-140-m2-1-suite-com-closet-sala-de-jantar-sala-c-lareir-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=48c9c4f5-bb25-49ed-90c1-befd69564e64,200.0,2,2, Rio De Janeiro
Casa à venda,Vendo Linda Casa Em Condomínio ,850000,Não,https://casa.mercadolivre.com.br/MLB-3918454689-vendo-linda-casa-em-condominio-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=48c9c4f5-bb25-49ed-90c1-befd69564e64,170.0,3,3, São Paulo
Casa à venda,"Sobrado 3 Quartos, 1 Suíte No Alto Da Boa Vista, Sorocaba ",650000,Não,https://casa.mercadolivre.com.br/MLB-3925497549-sobrado-3-quartos-1-suite-no-alto-da-boa-vista-sorocaba-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=48c9c4f5-bb25-49ed-90c1-befd69564e64,90.0,3,3, São Paulo
Casa à venda,Casa 3 Quartos 2 Vagas De Garagem ,305000,Não,https://casa.mercadolivre.com.br/MLB-5212698344-casa-3-quartos-2-vagas-de-garagem-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=48c9c4f5-bb25-49ed-90c1-befd69564e64,180.0,3,1, Minas Gerais
Casa à venda,Vendo Casa De 3 Quartos Na Região Da Cachoeirinha Zona Norte (terreno C/ 270m(,590000,Não,https://casa.mercadolivre.com.br/MLB-5192132568-vendo-casa-de-3-quartos-na-regio-da-cachoeirinha-zona-norte-terreno-c-270m-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=48c9c4f5-bb25-49ed-90c1-befd69564e64,270.0,3,1, São Paulo
Casa à venda,Casa Em Condomínio Fechado Em Cpv ,1219000,Não,https://casa.mercadolivre.com.br/MLB-3911275117-casa-em-condominio-fechado-em-cpv-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=48c9c4f5-bb25-49ed-90c1-befd69564e64,150.0,3,3, São Paulo
Casa à venda,Casa Em Excelente Estado Faltando Pintura Externa  Com 6 Vagas Para Automoveis,720000,Não,https://casa.mercadolivre.com.br/MLB-3916318175-casa-em-excelente-estado-faltando-pintura-externa-com-6-vagas-para-automoveis-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=48c9c4f5-bb25-49ed-90c1-befd69564e64,126.0,3,3, São Paulo
Casa à venda,"Casa, Sala, Garagem ",750000,Não,https://casa.mercadolivre.com.br/MLB-3910230583-casa-sala-garagem-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=48c9c4f5-bb25-49ed-90c1-befd69564e64,440.0,2,1, Rio Grande Do Sul
