Tipo,Casa,Preço,Destaque,Link,Área (m²),Quartos,Banheiros,UF
Casa à venda,"Casa À Venda No Centro De Iacri, Sp",327000,Sim,https://casa.mercadolivre.com.br/MLB-3928069283-casa-venda-no-centro-de-iacri-sp-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,98.0,2,2, São Paulo
Casa à venda,"Casa Em Ibitinga 2dorm ,sala,cozinha, Banheiro,área Serviço.",155000,Sim,https://casa.mercadolivre.com.br/MLB-5155339484-casa-em-ibitinga-2dorm-salacozinha-banheiroarea-servico-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,50.0,2,1, São Paulo
Casa à venda, Casa No Centro De Arujá ,850000,Sim,https://casa.mercadolivre.com.br/MLB-3912288711-casa-no-centro-de-aruja-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,250.0,3,4, São Paulo
Casa à venda,Imovel Para Renda Propriedade Com 7 Aluguéis,850000,Sim,https://casa.mercadolivre.com.br/MLB-3934187749-imovel-para-renda-propriedade-com-7-alugueis-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,236.0,10,7, São Paulo
Casa à venda,Ninho Verde I Eco Residence,990000,Sim,https://casa.mercadolivre.com.br/MLB-5192636864-ninho-verde-i-eco-residence-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,218.0,3,4, São Paulo
Casa à venda,Casa Térrea | Terreno Na Vila Prudente,563000,Sim,https://casa.mercadolivre.com.br/MLB-3917987249-casa-terrea-terreno-na-vila-prudente-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,150.0,2,2, São Paulo
Casa à venda,Vendo Aceito Proposta Em Tubarão Sc ,220000,Sim,https://casa.mercadolivre.com.br/MLB-5190816960-vendo-aceito-proposta-em-tubaro-sc-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,400.0,3,2, Santa Catarina
Casa à venda,Ótima Casa 3 Dormitórios Em Peruíbe Lado Praia Em Jardim Santa Cruz! $ 250mil Financia,250000,Sim,https://casa.mercadolivre.com.br/MLB-5213135622-otima-casa-3-dormitorios-em-peruibe-lado-praia-em-jardim-santa-cruz-250mil-financia-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,150.0,3,3, São Paulo
Casa à venda,"Edicula Com Piscina, 2 Dorm, Balneário Gaivota, Itanhaém!",250000,Sim,https://casa.mercadolivre.com.br/MLB-5213160850-edicula-com-piscina-2-dorm-balneario-gaivota-itanhaem-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,80.0,2,2, São Paulo
Casa à venda,Casa Nova Com Piscina 2 Dorm.lado Praia Em Itanhaem! 279 Mil,279000,Sim,https://casa.mercadolivre.com.br/MLB-5213160862-casa-nova-com-piscina-2-dormlado-praia-em-itanhaem-279-mil-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,54.0,2,2, São Paulo
Casa à venda,Excelente Casa Com Piscina À 200mts Do Mar! 350mil Financia!,350000,Sim,https://casa.mercadolivre.com.br/MLB-3928532927-excelente-casa-com-piscina-200mts-do-mar-350mil-financia-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,144.0,2,3, São Paulo
Casa à venda,"Casa 2 Dormitórios Lado Praia À 200 Metros Do Mar, No Melhor Pedaço Do Balneário Gaivota, Itanhaém.",350000,Sim,https://casa.mercadolivre.com.br/MLB-5213160824-casa-2-dormitorios-lado-praia-200-metros-do-mar-no-melhor-pedaco-do-balneario-gaivota-itanhaem-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,82.0,2,1, São Paulo
Casa à venda,"Bela Casa Com Jacuzzi, 2 Dorm. Cibratel Itanhaém $ 280 Mil",280000,Sim,https://casa.mercadolivre.com.br/MLB-5213123162-bela-casa-com-jacuzzi-2-dorm-cibratel-itanhaem-280-mil-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,77.0,2,2, São Paulo
Casa à venda,Lindo Sobrado Com Piscina!  Lado Praia! Gaivota Itanhaém!,380000,Sim,https://casa.mercadolivre.com.br/MLB-5213149234-lindo-sobrado-com-piscina-lado-praia-gaivota-itanhaem-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,123.0,4,2, São Paulo
Casa à venda,"Casa Com Piscina Em Condomínio Fechado, Cibratel, Itanhaém $ 230 Mil Financia",230000,Sim,https://casa.mercadolivre.com.br/MLB-5213135574-casa-com-piscina-em-condominio-fechado-cibratel-itanhaem-230-mil-financia-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,50.0,2,2, São Paulo
Casa à venda,"Casa Para Venda, City Bussocaba - Osasco / Sp",1180000,Sim,https://casa.mercadolivre.com.br/MLB-5168063310-casa-para-venda-city-bussocaba-osasco-sp-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,360.0,4,3, São Paulo
Casa à venda,Sobrado Tipo Chalé Alto Padrão Arua Ecopark Mogi Das Cruzes ,1380000,Sim,https://casa.mercadolivre.com.br/MLB-3932259913-sobrado-tipo-chale-alto-padro-arua-ecopark-mogi-das-cruzes-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,270.0,4,5, São Paulo
Casa à venda,Sobrado Villa Deste Cotia Docs Ok P/financiamento,590000,Sim,https://casa.mercadolivre.com.br/MLB-5181336004-sobrado-villa-deste-cotia-docs-ok-pfinanciamento-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,120.0,3,3, São Paulo
Casa à venda,"Vendo Casa 2 Dormitórios, 2 Banheiros, Sala, Ampla Área Exte",280000,Sim,https://casa.mercadolivre.com.br/MLB-3909383327-vendo-casa-2-dormitorios-2-banheiros-sala-ampla-area-exte-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,80.0,2,2, São Paulo
Casa à venda,Magnífica Sobrado De 4 Quartos E Três Suítes,1290000,Sim,https://casa.mercadolivre.com.br/MLB-3910902323-magnifica-sobrado-de-4-quartos-e-trs-suites-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,329.0,4,5, Rio Grande Do Sul
Casa à venda,"Sobrado Com Três Suítes E Garagem Para Quatro Carros, Lavabo",1190000,Sim,https://casa.mercadolivre.com.br/MLB-5192376188-sobrado-com-trs-suites-e-garagem-para-quatro-carros-lavabo-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,212.0,3,4, São Paulo
Casa à venda,Vendo Ou Tróco Casa Em Itanhaen ,750000,Sim,https://casa.mercadolivre.com.br/MLB-5200344794-vendo-ou-troco-casa-em-itanhaen-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,200.0,5,5, São Paulo
Casa à venda,Vende-se Casa,290000,Sim,https://casa.mercadolivre.com.br/MLB-5191424478-vende-se-casa-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,200.0,3,2, São Paulo
Casa à venda,"3 Suítes Mobiliados , Cozinha Moderna, Sala 2 Ambientes",1200000,Sim,https://casa.mercadolivre.com.br/MLB-3921390283-3-suites-mobiliados-cozinha-moderna-sala-2-ambientes-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=a9f95db0-87ed-4b01-83ff-51afd9a90c1d,300.0,4,5, São Paulo
Casa à venda,Repasse Na Praia,160000,Não,https://casa.mercadolivre.com.br/MLB-5217610260-repasse-na-praia-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,145.0,2,2, São Paulo
Casa à venda,"Casa 3 Qtos, 4 Banh,  Sala, Coz,  Varanda,  Terraço, Indepen",129000,Não,https://casa.mercadolivre.com.br/MLB-5220057954-casa-3-qtos-4-banh-sala-coz-varanda-terraco-indepen-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,70.0,3,4, Rio De Janeiro
Casa à venda,Casa Alv Nova 212 M2 Praia Matinhos Pr- Abaixo Da Avaliação ,200000,Não,https://casa.mercadolivre.com.br/MLB-5221302654-casa-alv-nova-212-m2-praia-matinhos-pr-abaixo-da-avaliaco-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,212.0,3,1, Paraná
Casa à venda,Repasse Na Praia ,80000,Não,https://casa.mercadolivre.com.br/MLB-5221673858-repasse-na-praia-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,82.0,2,1, São Paulo
Casa à venda,"Casa 03 Dormitórios, Ampla!",550000,Não,https://casa.mercadolivre.com.br/MLB-5218718906-casa-03-dormitorios-ampla-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,312.0,3,2, São Paulo
Casa à venda,"Casa Nova À Venda No Smartcity - Indaiatuba, Sp",355000,Não,https://casa.mercadolivre.com.br/MLB-3934897205-casa-nova-venda-no-smartcity-indaiatuba-sp-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,60.0,2,1, São Paulo
Casa à venda,Linda Casa Pertinho Da Praia!!! 2 Dorm. Financia! $ 295 Mil,295000,Não,https://casa.mercadolivre.com.br/MLB-3928709539-linda-casa-pertinho-da-praia-2-dorm-financia-295-mil-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,90.0,2,1, São Paulo
Casa à venda,Excelente Casa Com Piscina! 03 Dorm/suíte. Lado Praia - À 200 Metros Da Praia - Itanhaém $ 420mil Financia.,420000,Não,https://casa.mercadolivre.com.br/MLB-5213135614-excelente-casa-com-piscina-03-dormsuite-lado-praia-200-metros-da-praia-itanhaem-420mil-financia-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,77.0,2,3, São Paulo
Casa à venda,Linda Casa Com Piscina À 290mts Da Praia Itanhaém. $ 280 Mil,280000,Não,https://casa.mercadolivre.com.br/MLB-3928520509-linda-casa-com-piscina-290mts-da-praia-itanhaem-280-mil-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,82.0,2,2, São Paulo
Casa à venda,$ 200 Mil Lado Praia 2 Dorm.com Churrasqueira Itanhaém,200000,Não,https://casa.mercadolivre.com.br/MLB-5213173144--200-mil-lado-praia-2-dormcom-churrasqueira-itanhaem-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,60.0,2,2, São Paulo
Casa à venda,Casa Nova 02 Dormitórios Com Piscina E Cascata! Lado Praia. Ótimo Acabamento! Jardim Das Palmeiras. Itanhaém.,319000,Não,https://casa.mercadolivre.com.br/MLB-5213111188-casa-nova-02-dormitorios-com-piscina-e-cascata-lado-praia-otimo-acabamento-jardim-das-palmeiras-itanhaem-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,60.0,2,1, São Paulo
Casa à venda,Oportunidade! Lado Praia Edicula Sobrado 2 Dorm.$ 240mil Fin,220000,Não,https://casa.mercadolivre.com.br/MLB-3928520629-oportunidade-lado-praia-edicula-sobrado-2-dorm-240mil-fin-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,68.0,2,2, São Paulo
Casa à venda,Pousada A Venda Em Ilha Cumprida ,280000,Não,https://casa.mercadolivre.com.br/MLB-3910377699-pousada-a-venda-em-ilha-cumprida-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,300.0,6,6, São Paulo
Casa à venda,Vendo Belo Imóvel Em Pavuna Rj ,100000,Não,https://casa.mercadolivre.com.br/MLB-3931847681-vendo-belo-imovel-em-pavuna-rj-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,230.0,4,3, Rio De Janeiro
Casa à venda,"Vendo Casa De Praia Alto Padrão Sargi, Km 25",1200000,Não,https://casa.mercadolivre.com.br/MLB-3910251087-vendo-casa-de-praia-alto-padro-sargi-km-25-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,140.0,3,4, Bahia
Casa à venda,Casa Padrão - Estudo Trocas -  3 Dormitórios Com Salão De Festas,599999,Não,https://casa.mercadolivre.com.br/MLB-3932878583-casa-padro-estudo-trocas-3-dormitorios-com-salo-de-festas-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,158.0,3,3, São Paulo
Casa à venda,Casa 2 Dorms Com Suíte Sala Cozinha 2 Banheiros - Churrasqueira E Piscina - Balneario Jequitiba - Itanhaém,333000,Não,https://casa.mercadolivre.com.br/MLB-3932026659-casa-2-dorms-com-suite-sala-cozinha-2-banheiros-churrasqueira-e-piscina-balneario-jequitiba-itanhaem-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,70.0,2,2, São Paulo
Casa à venda,Vendo Casa Triplex A 1 Minuto Da Praia Em São Cristovão Cabo Frio R$600.000,600000,Não,https://casa.mercadolivre.com.br/MLB-3918360011-vendo-casa-triplex-a-1-minuto-da-praia-em-so-cristovo-cabo-frio-r600000-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,270.0,4,4, Rio De Janeiro
Casa à venda,Vendo Apto De Frente Para O Mar No Braga Em Cabo Frio R$1.450.000,1450000,Não,https://casa.mercadolivre.com.br/MLB-3918372989-vendo-apto-de-frente-para-o-mar-no-braga-em-cabo-frio-r1450000-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,250.0,4,4, Rio De Janeiro
Casa à venda,Vendo Casa Duplex ,170000,Não,https://casa.mercadolivre.com.br/MLB-5202417280-vendo-casa-duplex-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,190.0,4,3, Rio De Janeiro
Casa à venda,Linda Casa Praia Peruibe,270000,Não,https://casa.mercadolivre.com.br/MLB-5179386792-linda-casa-praia-peruibe-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,80.0,2,2, São Paulo
Casa à venda,Sobrado No Jardim Fontalis 2 Dormitórios! - 7478-1,340000,Não,https://casa.mercadolivre.com.br/MLB-3933014165-sobrado-no-jardim-fontalis-2-dormitorios-7478-1-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,85.0,2,1, São Paulo
Casa à venda,"Casa Grande Com 06 Quartos  ,03 Andar ,canoas-rs",680000,Não,https://casa.mercadolivre.com.br/MLB-3933267011-casa-grande-com-06-quartos-03-andar-canoas-rs-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,400.0,6,4, Rio Grande Do Sul
Casa à venda,Sobrado Em Pirituba 3 Dormitórios 2 Vagas! - 11011-1,800000,Não,https://casa.mercadolivre.com.br/MLB-3933014101-sobrado-em-pirituba-3-dormitorios-2-vagas-11011-1-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,130.0,3,2, São Paulo
Casa à venda,Casa ,150000,Não,https://casa.mercadolivre.com.br/MLB-3932033381-casa-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,180.0,3,2, Pernambuco
Casa à venda,Excelente Sobrado 02 Dorms/02 Suítes ,640000,Não,https://casa.mercadolivre.com.br/MLB-3915254381-excelente-sobrado-02-dorms02-suites-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,120.0,2,3, São Paulo
Casa à venda,Repasse Na Praia Grande ,80000,Não,https://casa.mercadolivre.com.br/MLB-5188751334-repasse-na-praia-grande-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,62.0,2,1, São Paulo
Casa à venda,Sobrado Na Casa Verde  3 Dormitórios 2 Vagas! - 11253-1,790000,Não,https://casa.mercadolivre.com.br/MLB-3932952641-sobrado-na-casa-verde-3-dormitorios-2-vagas-11253-1-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,166.0,3,3, São Paulo
Casa à venda,Casa Térrea 3 Suítes Guarujá,750000,Não,https://casa.mercadolivre.com.br/MLB-3930050077-casa-terrea-3-suites-guaruja-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,270.0,5,5, São Paulo
Casa à venda,Venda Casa De Condomínio Barueri ,440000,Não,https://casa.mercadolivre.com.br/MLB-3896571693-venda-casa-de-condominio-barueri-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,64.0,2,2, São Paulo
Casa à venda,Sobrado Com 3 Pavimentos Na Vila Nova Mazzei! - 10195-1,837000,Não,https://casa.mercadolivre.com.br/MLB-3933026417-sobrado-com-3-pavimentos-na-vila-nova-mazzei-10195-1-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,125.0,3,2, São Paulo
Casa à venda,Casa Nova Com 3 Dorms Suíte Closet Sala De Estar E Jantar Área Gourmet Churrasqueira Piscina Com 2 Vgs - Condominio Reserva Ipanema -sorocaba- Sp,900000,Não,https://casa.mercadolivre.com.br/MLB-5185245538-casa-nova-com-3-dorms-suite-closet-sala-de-estar-e-jantar-area-gourmet-churrasqueira-piscina-com-2-vgs-condominio-reserva-ipanema-sorocaba-sp-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,150.0,3,3, São Paulo
Casa à venda,"Casa Sobrado Com Jardim Grande E Garagem Com Edícula (valor Negociável), Na Serra Da Cantareira",1550000,Não,https://casa.mercadolivre.com.br/MLB-5167464206-casa-sobrado-com-jardim-grande-e-garagem-com-edicula-valor-negociavel-na-serra-da-cantareira-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,368.0,4,4, São Paulo
Casa à venda,"Reformada A Pouco Tempo, Com Banheira E Ar Condicionado",600000,Não,https://casa.mercadolivre.com.br/MLB-5181004800-reformada-a-pouco-tempo-com-banheira-e-ar-condicionado-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,102.0,3,2, São Paulo
Casa à venda,Sobrado Alto Padrão No Mandaqui - 3555-1,1537000,Não,https://casa.mercadolivre.com.br/MLB-3932991085-sobrado-alto-padro-no-mandaqui-3555-1-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,253.0,3,4, São Paulo
Casa à venda,Casa 2 Qtos Próx Mar Praia Matinhos Pr - Abaixo Da Avaliação,135000,Não,https://casa.mercadolivre.com.br/MLB-5198209816-casa-2-qtos-prox-mar-praia-matinhos-pr-abaixo-da-avaliaco-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,65.0,2,1, Paraná
Casa à venda,Casa Comercial À Venda Jundiaí  Vila Progresso - Ac: 88 M² - R$ 369.000,369000,Não,https://casa.mercadolivre.com.br/MLB-5212064362-casa-comercial-venda-jundiai-vila-progresso-ac-88-m-r-369000-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,88.0,2,1, São Paulo
Casa à venda,"Casa Com 3 Quartos, Sala E Cozinha + Meia-água Nos Fundos Com Cozinha, Quarto E Banheiro. Tatuí Centro.",680000,Não,https://casa.mercadolivre.com.br/MLB-5194970582-casa-com-3-quartos-sala-e-cozinha-meia-agua-nos-fundos-com-cozinha-quarto-e-banheiro-tatui-centro-_JM#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=20ec3ae7-5050-463b-b2a6-1afe85ec32a6,390.0,4,3, São Paulo
Casa à venda,Casa 3 Quartos 2 Banheiro 3 Vagas Excelente Localização,713033,Não,https://casa.mercadolivre.com.br/MLB-3929916771-casa-3-quartos-2-banheiro-3-vagas-excelente-localizaco-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,200.0,3,3, São Paulo
Casa à venda,Sobrado 3andares,350000,Não,https://casa.mercadolivre.com.br/MLB-3918379703-sobrado-3andares-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,52.0,4,3, São Paulo
Casa à venda,Sobrado 03 Dorms ,620000,Não,https://casa.mercadolivre.com.br/MLB-5180137230-sobrado-03-dorms-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,210.0,3,3, São Paulo
Casa à venda,Casa Em Condomínio Fechado Com Piscina E Área Gourmet,750000,Não,https://casa.mercadolivre.com.br/MLB-5198370380-casa-em-condominio-fechado-com-piscina-e-area-gourmet-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,125.0,3,3, São Paulo
Casa à venda,Há 1 Quadra Da Em Peruíbe - Vendo Casa Com 164 M2,570000,Não,https://casa.mercadolivre.com.br/MLB-5202898454-ha-1-quadra-da-em-peruibe-vendo-casa-com-164-m2-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,266.0,3,3, São Paulo
Casa à venda,Bela   E  Rara   Casa  Terrea,670000,Não,https://casa.mercadolivre.com.br/MLB-3914361395-bela-e-rara-casa-terrea-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,100.0,3,3, São Paulo
Casa à venda,Vendo Sobrado 3 Quartos Em Itanhaém 200mtrs Mar,599999,Não,https://casa.mercadolivre.com.br/MLB-5192284006-vendo-sobrado-3-quartos-em-itanhaem-200mtrs-mar-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,272.0,3,4, São Paulo
Casa à venda,Sobrado Novo Em Condominio Fechado (abaixo Do Preço De Mercado),320000,Não,https://casa.mercadolivre.com.br/MLB-3911862255-sobrado-novo-em-condominio-fechado-abaixo-do-preco-de-mercado-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,82.0,3,2, Paraná
Casa à venda,Vendo Casa De Praia Na Caponga,850000,Não,https://casa.mercadolivre.com.br/MLB-5189819278-vendo-casa-de-praia-na-caponga-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,400.0,5,6, Ceará
Casa à venda,"Casa Com 2 Suítes A Venda Em Campo Grande, 1ª Locação (nova). Localização Privilegiada, Próximo Ao West Shopping.",399000,Não,https://casa.mercadolivre.com.br/MLB-5207693290-casa-com-2-suites-a-venda-em-campo-grande-1-locaco-nova-localizaco-privilegiada-proximo-ao-west-shopping-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,95.0,2,3, Rio De Janeiro
Casa à venda,Sobrado Em Condomínio Fechado - Guarulhos,240000,Não,https://casa.mercadolivre.com.br/MLB-5214260320-sobrado-em-condominio-fechado-guarulhos-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,80.0,2,1, São Paulo
Casa à venda,"Condominio 3 Dorms, Miolo Da Granja Vianna 210 M2 (+) Sótão",695000,Não,https://casa.mercadolivre.com.br/MLB-3929488451-condominio-3-dorms-miolo-da-granja-vianna-210-m2-soto-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,211.0,3,5, São Paulo
Casa à venda,"Casa A Venda  Curitiba,guanchinho ",125000,Não,https://casa.mercadolivre.com.br/MLB-3924864517-casa-a-venda-curitibaguanchinho-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,140.0,3,2, Paraná
Casa à venda,"Casa Com 4 Quartos, 4 Banheiros, 2suits",980000,Não,https://casa.mercadolivre.com.br/MLB-5212454236-casa-com-4-quartos-4-banheiros-2suits-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,169.0,4,4, Santa Catarina
